"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000155034",1.88496513012938,1.3669119958077,0.504422444567909,0.000322660894869781,0.0127135690948058
"ENSG00000174130",2.08665764917235,2.92699470338281,0.946738325771282,0.000324180545288478,0.0127135690948058
"ENSG00000168288",1.43426243753801,2.54772105762695,0.966381579349203,0.000326311712657271,0.0127484899146519
"ENSG00000160584",2.88054798395522,1.85331276718723,0.733242444725642,0.000329067555907701,0.0128074588520895
"ENSG00000213462",2.49535057559921,1.7138628635255,0.632144088741188,0.000331086601628783,0.0128374144593802
"ENSG00000120594",1.31611798602544,2.31886623111685,0.83630775607437,0.000336913203886901,0.0129654800372206
"ENSG00000126945",2.70571148327344,1.39089830398841,0.51543700842232,0.000336555276634342,0.0129654800372206
"ENSG00000272888",4.11389314734173,1.69908184972418,0.632738919300634,0.000338372135414873,0.0129730361618948
"ENSG00000171862",1.77732450636206,1.91956640212533,0.854391801885087,0.000347010713998754,0.013254777272629
"ENSG00000075399",2.94822750415258,-1.96579526830131,0.663462814756281,0.000351277696410473,0.0133680678911763
"ENSG00000077147",1.38484050000732,2.28200779738706,0.88494173781682,0.000353914945122435,0.0134187308528894
"ENSG00000197555",4.31707878981223,1.74067178650054,0.646508442559576,0.000357346629231687,0.0134990316741014
"ENSG00000196549",3.34059298244905,1.8961762279455,0.96284660623533,0.000363387345785513,0.013676941311158
"ENSG00000165219",1.6003565613112,1.59029940776458,0.601514981342334,0.000367564061468782,0.0137298095656194
"ENSG00000197622",1.87878739078966,2.13577495533145,0.762031944121466,0.000367783185580817,0.0137298095656194
"ENSG00000231500",4.55881525293547,1.74080895955572,0.722516266040623,0.000369220543065087,0.0137298095656194
"ENSG00000259185",28.9580461305118,0.950357373166073,0.346218223026802,0.000370136958605993,0.0137298095656194
"ENSG00000275079",3.00951125810369,1.76286233843183,0.667209614001418,0.000371613175502267,0.0137349833751288
"ENSG00000150977",2.23304047287968,1.56190146472234,0.601983707508649,0.000373743555587718,0.0137642115901928
"ENSG00000125347",5.72123486131574,1.45375555018662,0.555405675298367,0.000380356438042728,0.0138216260344111
"ENSG00000137076",9.29349632808813,1.25339127562707,0.473859241278962,0.000379377718315033,0.0138216260344111
"ENSG00000170382",1.62036858093877,-1.34730180745142,0.484217966771317,0.000379813412749598,0.0138216260344111
"ENSG00000198786",405.246906495456,0.918738707649683,0.327190891049631,0.000380683228003732,0.0138216260344111
"ENSG00000133794",2.51520280236526,1.66550564648093,0.713873848378342,0.000384962288156178,0.0138789035466833
"ENSG00000173193",6.30640335039054,3.10134948838291,0.60448949331778,0.000383843887648701,0.0138789035466833
"ENSG00000263756",6.11936891622967,-0.886342932538858,0.312013199618142,0.000388409076703764,0.0139542072137454
"ENSG00000134480",1.15967683491626,2.37896021057056,0.799028908689684,0.00039046319375093,0.0139791265358565
"ENSG00000100296",1.37039961676546,2.14805996043232,0.952774798990538,0.000397199452714835,0.0141295496563052
"ENSG00000159110",2.32586469664055,1.53145167248538,0.611775356434023,0.000397415070625033,0.0141295496563052
"ENSG00000070831",3.55776584908181,1.49452129325395,0.567448038050701,0.000399803747651193,0.0141308360333363
"ENSG00000084676",3.92616363841482,1.86551903889292,0.733974114629941,0.000400201779630256,0.0141308360333363
"ENSG00000155307",5.33181603627428,1.73105191322139,0.673479756352569,0.000402725862917206,0.0141712611009394
"ENSG00000136694",3.24728884724685,0.147623693608896,0.3099019387244,0.0004047006970594,0.0141921490180387
"ENSG00000128512",6.9109812944544,1.41318263979927,0.653865903022877,0.000410447130393616,0.0142960822535404
"ENSG00000272767",0.883175845488175,-2.55152239886725,0.708433265192516,0.000409832538408998,0.0142960822535404
"ENSG00000008952",1.3547637494158,1.96582787327882,0.73150168589441,0.000412289960241862,0.0143117545320444
"ENSG00000162434",4.63200800738142,1.6106431322118,0.63490901906008,0.000426263245019678,0.0147469860019434
"ENSG00000120690",5.4857332467422,4.37081718999284,0.758786600693257,0.000427924866850602,0.0147547919694293
"ENSG00000137575",8.5793882630463,1.10353834159407,0.407333035950335,0.00043156531686959,0.0148305472603179
"ENSG00000000938",3.23459355399592,1.59264905221337,0.620326475569064,0.000442220808921672,0.0150477935759885
"ENSG00000115464",13.8564938744315,1.2294133208377,0.586396629607723,0.000442053668828794,0.0150477935759885
"ENSG00000152818",7.11384092973148,2.96236267378433,0.793358482004833,0.000442280648170174,0.0150477935759885
"ENSG00000264177",1.74610614128832,0.935759594157629,0.343244918201387,0.000445855040930372,0.01511934173452
"ENSG00000079246",1.9784115099116,2.04540573128843,0.93277585384996,0.000458435544988165,0.0151949200798497
"ENSG00000135837",3.14097086831992,1.11424156601851,0.40980411023722,0.000456403798860371,0.0151949200798497
"ENSG00000146731",0.890738077734432,1.71395143709205,0.69083760280933,0.000454029603371897,0.0151949200798497
"ENSG00000162924",2.20791475448874,1.96266912084711,0.744830663871329,0.000454480550605701,0.0151949200798497
"ENSG00000197329",8.36206227853599,1.93395677663863,0.785528264582499,0.000456692841214834,0.0151949200798497
"ENSG00000222328",24.1667538049094,1.03867964466741,0.462953829469653,0.000457244172157827,0.0151949200798497
"ENSG00000255020",36.2099069993151,0.470311791635109,0.15090192387838,0.000454455907216762,0.0151949200798497
"ENSG00000078747",4.49694012674633,2.22461876059952,0.879557263805653,0.00046781627795285,0.015455987961304
"ENSG00000137642",25.6673924743753,1.28417696689099,0.499256949556372,0.00047605527423464,0.0156450096394913
"ENSG00000197323",1.3285867271279,2.24725654611137,0.864840142304282,0.000476582775392775,0.0156450096394913
"ENSG00000151726",33.9065672124475,1.36349734147384,0.533378247775237,0.00048010814995378,0.0157105453527869
"ENSG00000130741",1.41548339645922,3.60467381540412,1.19056107204201,0.000483059168728658,0.0157173148694068
"ENSG00000147140",1.43506828109314,1.74538396115342,0.65796843627853,0.000483374355107792,0.0157173148694068
"ENSG00000168575",3.79149708898905,0.0883247294996861,0.288766024767638,0.000493199216517981,0.0159861891158431
"ENSG00000096384",4.10269483492849,1.475514871031,0.568345957630491,0.00049667401137531,0.0160090798118028
"ENSG00000232220",22.6162806512257,-0.777330147269182,0.276411598212512,0.000497021553281273,0.0160090798118028
"ENSG00000143669",12.5782547299074,1.31379392415278,0.511478476141426,0.000499440566871619,0.0160367244518934
"ENSG00000139132",4.70172347223341,1.73699717121644,0.923238113669383,0.000508612212576193,0.0162160009864349
"ENSG00000254087",12.4573810585294,1.65088932360491,0.679188414604187,0.000506955395118776,0.0162160009864349
"ENSG00000273709",86.0974129260289,1.2707079303186,0.496237037235812,0.000509758473831482,0.0162160009864349
"ENSG00000109475",3.44498252135851,1.84785714761484,0.741894533749776,0.000518165727360384,0.0163820087650091
"ENSG00000158987",1.26684044665588,2.60298295083063,0.717527968837324,0.000517216721178443,0.0163820087650091
"ENSG00000163162",13.6513121901482,1.40069963541274,0.555501767334415,0.000523272139291337,0.0164927031632469
"ENSG00000077458",0.989189440473409,0.233195631177123,0.398648156007088,0.000526803944173296,0.0165532431999407
"ENSG00000067225",2.41784791977747,1.6499285406922,0.710210078443415,0.000541975980820977,0.0168241788608325
"ENSG00000109670",1.03907529772904,2.30126413108553,0.995000385348567,0.000539021130123023,0.0168241788608325
"ENSG00000123610",2.82190373586935,2.49479742893211,0.999359960441161,0.00054039267932695,0.0168241788608325
"ENSG00000136869",17.8001086156906,1.48872642612753,0.824617263475863,0.000541510541192038,0.0168241788608325
"ENSG00000129493",3.45193576499301,2.25871313384161,1.25639161149245,0.000545015929444404,0.0168522372288973
"ENSG00000170448",0.845048281981406,2.4669086599273,0.90572058655922,0.000547800217464885,0.0168522372288973
"ENSG00000173757",1.99845753278748,1.46339221488501,0.649186859525395,0.000546853874991698,0.0168522372288973
"ENSG00000138496",2.0495401941799,2.93493247062102,0.757003169311929,0.000550618880787144,0.0168883850748893
"ENSG00000147010",2.30140255696346,1.70292864132734,0.877649085305532,0.000554915635753296,0.0169695183254914
"ENSG00000092531",1.54140467939098,1.81124115802145,0.842505127650348,0.000562391464362798,0.017008830294292
"ENSG00000174501",7.09158194680274,1.60488778466553,0.713675805045832,0.000564477968890858,0.017008830294292
"ENSG00000197081",19.0041474788635,1.47529130782888,0.615228274195461,0.000563231718778429,0.017008830294292
"ENSG00000225361",10.0042800207824,0.281991096633717,0.46686886875847,0.000561326565338566,0.017008830294292
"ENSG00000267519",76.6441380968674,0.418121678497795,0.134295345964382,0.000562590995207925,0.017008830294292
"ENSG00000206503",1.79612464562235,-2.22201770929931,0.79958561712759,0.000569342209751098,0.0171052374420834
"ENSG00000058668",3.33999593530774,2.00884213551714,0.807206967901206,0.00057295434100691,0.0171635739179184
"ENSG00000254772",4.80791958916311,1.69089803824906,0.7123274048856,0.000576002014857148,0.0172047113449337
"ENSG00000008226",5.57237002836167,-0.918790242851809,0.34232895121176,0.00059283192534601,0.0176415501024602
"ENSG00000155629",3.46874575172412,1.44212701776954,0.587608331003572,0.000594060957221532,0.0176415501024602
"ENSG00000253352",1.36247033036384,2.12332067494033,0.837772680001018,0.000608471721336558,0.018017426330643
"ENSG00000253729",4.22728904750227,1.72261797259344,0.724586015920099,0.000613288591382789,0.0181078743576384
"ENSG00000100911",2.0267514155367,1.43743193837688,0.58254904532804,0.000622423421704201,0.0183249302521795
"ENSG00000143384",18.7967934310421,1.19330335403643,0.476353896810832,0.0006342770469891,0.0186205618794657
"ENSG00000224748",0.965264218565326,3.86524123266055,1.13622689228719,0.000637352860664164,0.0186575516903826
"ENSG00000183486",13.9356842331885,1.75037302719308,0.787739592006927,0.000646822197717559,0.018880960458943
"ENSG00000225725",0.865480672578924,1.54610283631543,0.598744876327501,0.000649337406452973,0.0189006851311736
"ENSG00000167548",12.4090758830389,1.46580615773566,0.664915293569025,0.000655291039892687,0.0190201000985801
"ENSG00000143970",1.03103187737255,2.11139907182056,0.808326522626856,0.000657320342551377,0.0190252578020152
"ENSG00000182944",1.94629923754688,1.41545194027878,0.630904489165173,0.000659203560071428,0.0190261701677919
"ENSG00000039560",10.558711083929,4.37346052691982,1.41014858853445,0.000666989862060811,0.0191969771223385
"ENSG00000108179",4.86508958186559,1.32423187520747,0.538906186396846,0.000669760868012699,0.0192228852481298
"ENSG00000091039",3.67780125005404,1.59107456524818,0.742101932478269,0.000675583379670474,0.0193359867022677
"ENSG00000054118",1.92981752303066,2.70047215304474,1.18943439163996,0.000686590702339845,0.0195806870531344
"ENSG00000141551",16.0390143903192,-0.903821447319732,0.358164290735709,0.000688175469849207,0.0195806870531344
"ENSG00000188641",3.2203978677173,0.196170425621302,0.387737971913082,0.000689849996421862,0.0195806870531344
"ENSG00000115607",6.46064437276017,1.64205172262958,1.04924876128599,0.000695667693981844,0.0196373229551194
"ENSG00000275202",2.12977656853361,-1.05899227020932,0.395808809880449,0.000694750459839626,0.0196373229551194
"ENSG00000114331",2.95166761357674,1.78381558177846,0.859563988009763,0.000699440279266227,0.0196897229300287
"ENSG00000275272",4.97404656079463,1.43155749587671,0.598290318263958,0.000706498171935664,0.0198340675318004
"ENSG00000114391",3.48917783815801,1.58754580756074,0.694180193612476,0.000724272599909753,0.0202776593026504
"ENSG00000143702",3.07408395276646,2.1394137500107,1.15586109842704,0.000732866831047016,0.0204070641978539
"ENSG00000197629",2.23426353231803,1.90104806614798,0.779394696192695,0.000732753769588952,0.0204070641978539
"ENSG00000116741",23.5505058751519,1.20350979321426,0.494525856773762,0.000747344973573592,0.0207539719012666
"ENSG00000259703",3.23544930931601,1.18479430874441,0.502280154334955,0.000753651773463605,0.0208727007340662
"ENSG00000080824",16.9864549576036,1.24431507242293,0.561363588880432,0.000756970624552733,0.0209082612023638
"ENSG00000092199",3.80316990435445,1.65342323019774,0.802653455135643,0.000763004546430995,0.0209894964619982
"ENSG00000127311",1.58404216422884,2.16576787767156,1.04721119942877,0.000763997243482951,0.0209894964619982
"ENSG00000100644",18.1400277979665,0.750938843415583,0.278388394058155,0.000767636931559384,0.0210332519247271
"ENSG00000115590",4.19986251851717,1.72524365278873,0.765884045342784,0.000772792986992,0.0211182126099543
"ENSG00000161921",2.78207284359781,1.11431254405827,0.459593449733478,0.000778688454251828,0.0212228749799404
"ENSG00000189079",4.97042442745142,2.80963981896914,0.976031502506224,0.00078379189253381,0.0212492393028625
"ENSG00000263826",2.27586110162849,-1.01062970847718,0.38203310068345,0.00078300407896743,0.0212492393028625
"ENSG00000198431",1.98823059273764,1.53448252035899,1.01383184859186,0.000788408262283229,0.0213181444604215
"ENSG00000096968",1.5104137300803,2.37191645083677,1.22011906467863,0.000796869528249649,0.0214385383100908
"ENSG00000238554",4.50381912808855,-1.57856682310478,0.724480306037933,0.000797033735713353,0.0214385383100908
"ENSG00000172006",3.13783651244998,1.28399895294507,0.665361262861321,0.000808484711231121,0.0216897660780673
"ENSG00000266412",5.05732916926731,1.53586875547383,0.666101500948581,0.000813033699942457,0.0217550032992415
"ENSG00000111731",1.01546495226352,2.33793127804224,0.988028111676385,0.000821242080323771,0.0219175646112383
"ENSG00000132466",2.16807110983081,1.50865132275695,0.672268850246106,0.000830505964614116,0.0221073802756737
"ENSG00000255398",5.59988918317444,1.39854885081477,0.595794801212319,0.000843434569351924,0.0223935147289174
"ENSG00000001167",1.48090591735575,2.42200073748448,0.999225463216033,0.00085580029527307,0.0226632681286876
"ENSG00000152558",1.77357907902432,1.24595218744941,0.535080518167957,0.000858144645905344,0.0226669311996848
"ENSG00000204628",4.17540178255117,1.34364468918513,0.619444760370629,0.000860684994246947,0.0226757392715061
"ENSG00000123338",2.1663919947149,1.75116079913618,0.726264664284129,0.000866457933929132,0.0227694508212835
"ENSG00000151694",2.05633624375442,1.47716868887062,0.847657029159214,0.000881364257101526,0.0231020860758117
"ENSG00000116489",2.9933186893387,1.85896949135418,0.799995592677266,0.000898187532738935,0.0234831473254263
"ENSG00000081320",5.42961069312621,1.84154753457702,1.08535575193352,0.000902833165564157,0.0235446974014511
"ENSG00000006715",1.49349465923234,0.283906817828954,0.546597875305591,0.000915660551327835,0.0236987711962053
"ENSG00000062716",11.5155927538714,1.45007773801399,0.727911762743155,0.000913637149391902,0.0236987711962053
"ENSG00000275052",0.885706453711626,2.62566595172482,1.02499166704676,0.000912688769749009,0.0236987711962053
"ENSG00000101577",5.65988416085368,1.1333428945005,0.48917447193718,0.000924391470049043,0.0237107535717564
"ENSG00000261501",20.8555097450674,0.530795769779785,0.186872710646657,0.000926511554413932,0.0237107535717564
"ENSG00000263001",4.53574957566086,1.5210279013705,0.692636141680367,0.000927661599595725,0.0237107535717564
"ENSG00000264553",2.84978554810717,-0.987693772524912,0.393561104365402,0.000918538343953246,0.0237107535717564
"ENSG00000265401",20.5386573348289,-0.777137941606868,0.308544760106642,0.000927012063320899,0.0237107535717564
"ENSG00000171940",4.04623146020276,1.60341538905117,0.84900299615899,0.000930794626672638,0.0237317984840232
"ENSG00000173281",1.70248843888374,1.66775313788063,0.700574326132895,0.000935462870063206,0.023791784628464
"ENSG00000135838",1.00323822165736,1.89624351466491,0.782158800331437,0.00093822711673105,0.0238031694429915
"ENSG00000101265",4.05702257612692,1.48707999971855,0.68016829727024,0.000945497382845969,0.023928535982124
"ENSG00000143226",10.5138670342797,1.15119166058315,0.486599016368317,0.000957847026756227,0.0241222504900006
"ENSG00000235852",3.25847330894397,-1.02125405982805,0.418145000225864,0.00095770820549471,0.0241222504900006
"ENSG00000124789",1.76321309378899,1.70387872846374,0.772362563695519,0.00097483426320788,0.0243585627832405
"ENSG00000132965",2.16151845424207,1.77077602354199,0.767541790382876,0.000972496584872926,0.0243585627832405
"ENSG00000162736",1.48390144671742,2.00512975349392,0.824003515371868,0.000970037072708919,0.0243585627832405
"ENSG00000198830",2.97568577306801,0.971218414470583,0.402479998837739,0.000976713174374219,0.0243585627832405
"ENSG00000077238",6.33971862413098,1.53606949167867,0.787069217018721,0.000989191168520307,0.0246100224129447
"ENSG00000110756",2.3143874806409,2.53191753467298,1.0062575771287,0.000996462133890375,0.0247215209477412
"ENSG00000115970",0.817969619606578,1.63754676810977,0.720008470540593,0.0010008907751105,0.0247215209477412
"ENSG00000198900",4.31311960569632,1.37310636019726,0.601636619165878,0.0010002700646782,0.0247215209477412
"ENSG00000198276",6.83998901630439,-1.4665534577678,0.688882728024312,0.00100394903370464,0.0247375930966791
"ENSG00000126858",2.61268507145953,0.279103474724135,0.52995046403395,0.00101032495686524,0.0248351409851443
"ENSG00000197728",3.42528165178838,1.10979059185348,0.469533114118849,0.0010267672061601,0.0251790764756446
"ENSG00000111348",5.5340424187572,1.53994815445376,0.699978197209989,0.00102988599246894,0.0251954251729009
"ENSG00000255529",0.726009766405947,1.75093754511183,0.762124067845754,0.0010330124349554,0.0252118830621538
"ENSG00000137947",1.14933089271413,2.51644381296132,1.02690585064073,0.00103953082615586,0.0253108512766622
"ENSG00000154556",0.987901194677504,2.75747616487156,0.96756615958229,0.001042138519462,0.0253143576535982
"ENSG00000136167",33.2340936736682,1.50169249276894,0.707276705699856,0.00106561208452075,0.0258235003972895
"ENSG00000200296",3.33141297930788,-1.35285673372214,0.592366170477406,0.00108264364586685,0.0261745022618396
"ENSG00000258476",0.786759037254825,2.54481255996422,1.03586811496882,0.0010916230926553,0.026329641495383
"ENSG00000157450",2.38490597662402,1.49132217589572,0.868834383008618,0.00109605688020101,0.026374670829193
"ENSG00000102886",5.18357978042552,-1.16430891782418,0.522203125063763,0.00110321077866952,0.0264231944003906
"ENSG00000169508",2.01522219964771,1.09047757129728,0.466741959478375,0.00110321658372434,0.0264231944003906
"ENSG00000080200",1.34641656685828,0.199772965797709,0.34581551683238,0.00112111683601127,0.0267894778837578
"ENSG00000245904",14.6894321519842,-0.774137133588312,0.312421228671014,0.00113521973807687,0.0270635331989323
"ENSG00000229021",3.0653974463714,1.11191735877626,0.537023305406125,0.0011395760399758,0.0271044995619245
"ENSG00000173473",1.82715381221627,1.44574639309399,0.697147880879721,0.00115587673486719,0.0274287146668831
"ENSG00000126550",2.04863645777645,3.81992825773669,1.22335143264985,0.00116621620643923,0.0276103030441547
"ENSG00000146278",5.15958086026187,1.28289539905009,0.572411613151633,0.0011821884136525,0.0279241056328263
"ENSG00000008130",3.7622230284189,1.41396922768667,0.781514837006738,0.00119544811901247,0.0279800214643579
"ENSG00000136381",2.63098587749398,3.18321887836517,1.24296510347052,0.00119299079831718,0.0279800214643579
"ENSG00000155903",3.44121878099592,0.104790527516278,0.281710139298647,0.00119261058016258,0.0279800214643579
"ENSG00000258777",28.9599137068208,-0.850019485426014,0.351548666110736,0.00119061589230933,0.0279800214643579
"ENSG00000146676",1.06362613829996,3.18401147319189,1.16636281988944,0.00122248825616699,0.0285093589509216
"ENSG00000257551",2.50749687632668,-1.15174355964726,0.505696657129251,0.00122361336227313,0.0285093589509216
"ENSG00000135829",1.655859878444,1.67940967324019,0.808747965899126,0.00124209516878596,0.0288424467975579
"ENSG00000141543",2.9104063281263,1.45097425006767,0.664460406426472,0.00124352349696527,0.0288424467975579
"ENSG00000118518",1.24627832821767,2.37535701945838,0.856582146971104,0.00126201562225814,0.0289446663363892
"ENSG00000124107",2.38883904561446,1.19907535285849,0.995603685851119,0.00125913545614952,0.0289446663363892
"ENSG00000221676",10.6467724399623,-0.763937128312703,0.304286041033255,0.00125154551701643,0.0289446663363892
"ENSG00000257335",4.19870130408716,1.76805869880916,1.07909519012576,0.00125979834945125,0.0289446663363892
"ENSG00000276125",1.52215655549791,1.91008140740194,0.925503943452428,0.00125853775667666,0.0289446663363892
"ENSG00000176915",1.56389429439161,1.18644595602402,0.621324134072047,0.00126586756053512,0.0289683500768337
"ENSG00000269145",3.05399762195877,-0.925432157029694,0.385287829908112,0.00129493686616757,0.0295677251108261
"ENSG00000182541",15.7530363949906,2.00311426598831,0.538767923803038,0.00129829577650489,0.0295786898083986
"ENSG00000044574",4.78290002788543,1.42350510835318,0.67841656428094,0.00130670567473039,0.0297044265660503
"ENSG00000216490",2.94950605608844,1.51803228808576,0.692202924536799,0.00131002240272908,0.029714084300312
"ENSG00000283652",3.07253783312275,1.39139227804523,0.658518615857979,0.00132527290090314,0.0299937864686779
"ENSG00000134516",9.48928137516763,1.39267476360125,0.716902630015794,0.00133177828030547,0.0300747732530521
"ENSG00000028203",1.32221946461741,2.6471372484507,0.921473793340005,0.00135224972621597,0.0304034265577004
"ENSG00000085832",2.66232399978494,2.33781979969156,0.89823038114063,0.0013503383308042,0.0304034265577004
"ENSG00000106261",1.27676731102308,1.88677582522781,1.16316315057912,0.00136253566811345,0.0305082682385479
"ENSG00000121966",2.83862993722445,2.19846140510344,1.01943734880674,0.0013628511067147,0.0305082682385479
"ENSG00000270093",14.8122967650528,-0.444033135176207,0.156275399885834,0.00136703564095517,0.0305354156756835
"ENSG00000118785",1.55592316004774,2.3849764081667,0.715449107925941,0.00138045399854257,0.0307682534382318
"ENSG00000151465",1.36746566513953,2.28391003853987,0.925105139135651,0.00139508036534806,0.0310269496838773
"ENSG00000130449",2.97678073745063,1.29721358953108,0.689275006979214,0.00140460362925396,0.0311040997641907
"ENSG00000145879",1.1091721280633,0.130168981981266,0.314073197878553,0.00140255676468571,0.0311040997641907
"ENSG00000113719",1.11395044133169,1.52669941573547,0.697114729052015,0.00141344735364691,0.0312326270080043
"ENSG00000150337",2.20957708120302,1.26573572921967,0.575917498978943,0.00141897306188239,0.0312874425125356
"ENSG00000203279",2.54636691676,0.933307456376867,0.404561067086139,0.00143587574083509,0.0315923409787593
"ENSG00000022277",1.98480376058571,1.50077169747274,0.703994437331976,0.00144344334788196,0.0316067237890953
"ENSG00000138757",0.896319597734603,2.97270349735515,1.12031941019772,0.00144056027436678,0.0316067237890953
"ENSG00000248238",1.47171079442838,1.16847123511248,0.525390708172506,0.00144575768183696,0.0316067237890953
"ENSG00000235823",22.1166826973202,0.710156532570555,0.290411898744654,0.00146279936836063,0.0318437786226811
"ENSG00000254162",20.744877015886,-0.311539885728233,0.104450435699413,0.00146202932692214,0.0318437786226811
"ENSG00000114573",3.64927652551484,2.31303914910077,1.14714110087489,0.00148656538147421,0.0320464371871534
"ENSG00000138326",3.37884910263987,2.10034530605317,1.1674503270475,0.00148285547872922,0.0320464371871534
"ENSG00000163563",15.8295751726205,1.12294968247705,0.529922709877797,0.0014794085549157,0.0320464371871534
"ENSG00000165280",3.56820516764867,1.86321126132681,1.11498032319323,0.00148770321540362,0.0320464371871534
"ENSG00000203710",5.27122397903872,1.34665473011243,0.645613579922568,0.00147985714256748,0.0320464371871534
"ENSG00000163659",2.1198567117693,1.8531811576356,1.08943767836393,0.00150310115004504,0.0322528652724883
"ENSG00000189067",5.17869660375574,0.999721482635802,0.451502510202753,0.00150670319521113,0.0322528652724883
"ENSG00000196083",4.24923493663773,1.63811172030086,0.896427069738668,0.00150527739936842,0.0322528652724883
"ENSG00000275470",1.75832822852528,0.884761442325699,0.389200995120821,0.00151290586462313,0.0323183113492779
"ENSG00000177885",1.27860694670846,2.1487227879819,1.08772791214371,0.00151709041580659,0.0323404647767898
"ENSG00000124614",3.30069688728704,0.991225104953709,0.443007512039196,0.00152518461477834,0.0324456975504088
"ENSG00000100918",2.91555768968734,1.66270227546632,0.765061744338234,0.00153563593575226,0.0326005356195341
"ENSG00000239437",2.38701148965392,-1.15709852341038,0.563282315178425,0.00154769224582489,0.0327787690082609
"ENSG00000281357",8.00350623353376,-0.743896184003517,0.312599364065153,0.00155041184798198,0.0327787690082609
"ENSG00000160633",3.34824159279827,1.29638003557071,0.853374165971377,0.00155615954405458,0.0328327295999195
"ENSG00000118217",2.21421270708305,1.58710872977467,0.772753048935676,0.00156338490379313,0.0329175817345788
"ENSG00000077549",1.74489194914477,1.48639408938657,0.695372642691198,0.00159726400905039,0.0335582687848051
"ENSG00000165525",1.89171798309108,1.71925163128935,0.857078310251933,0.00160034566467684,0.0335582687848051
"ENSG00000234474",2.11940515532444,1.03793302769092,0.452251640249118,0.00161483194782813,0.0337930718206396
"ENSG00000186088",1.50808857872374,1.39195448562391,0.859554537806596,0.00162555137650128,0.0338793922790075
"ENSG00000205913",3.47569936532039,0.706356712939764,0.286268818888286,0.00162394010553455,0.0338793922790075
"ENSG00000092203",4.35436440007346,1.79842009600583,1.01364511826806,0.00162932880155555,0.0338893794250674
"ENSG00000165240",0.807764370848639,2.65540282497674,1.03824523003856,0.00164647918217584,0.0341769163572863
"ENSG00000122861",1.72007647399709,1.58221124636703,1.03484389016063,0.00166553701712207,0.0342953764547681
"ENSG00000160213",8.20108609503798,0.148987876060934,0.308927280753255,0.00166259040339381,0.0342953764547681
"ENSG00000230651",44.8599907694468,-0.704648117804312,0.292511472505996,0.00166490403407418,0.0342953764547681
"ENSG00000280418",3.28093083323974,0.826403888002348,0.359454833218926,0.00166346038695472,0.0342953764547681
"ENSG00000008294",7.17503739900787,1.21687629221793,0.749122017507485,0.00169559631592308,0.034716521037181
"ENSG00000169764",1.61462044446415,2.01849954785232,1.2182122613829,0.00169350557017049,0.034716521037181
"ENSG00000231689",3.12825426333241,0.868621868838489,0.415226909487767,0.00169612589398198,0.034716521037181
"ENSG00000126246",1.32065028255915,-2.73926684194926,0.870831944711998,0.00170307252715119,0.0347203774136478
"ENSG00000132003",3.71452631532373,-0.863026766136118,0.391275069023337,0.00170038394971043,0.0347203774136478
"ENSG00000235394",84.8287434218108,-0.829746784410038,0.367027590820769,0.00172696741923838,0.0351378024409394
"ENSG00000266036",1.89988527814635,-1.21638449455226,0.555319661522401,0.00173442516440201,0.0352197995340526
"ENSG00000090382",5.79826795279707,1.63739873098536,0.867725936185352,0.00179472977052495,0.0362007850365517
"ENSG00000110315",1.87550044948652,1.32185681121113,0.687630701626317,0.00179694197801511,0.0362007850365517
"ENSG00000198408",5.04815551338495,1.07840698785384,0.514382611099627,0.00179963031426965,0.0362007850365517
"ENSG00000207113",2.15625992305897,0.118215511451042,0.32599552436019,0.00179439942781938,0.0362007850365517
"ENSG00000276168",3103.04435506056,-0.786264732865108,0.360467926378012,0.00180035047724359,0.0362007850365517
"ENSG00000262413",5.79704202536343,-0.792378358595214,0.355676949261578,0.00181037440410099,0.0363312441448001
"ENSG00000067900",2.34263996462659,1.80310886468507,0.887907736066242,0.00184074938827382,0.0365010795296511
"ENSG00000070961",7.64154486354346,1.33214676129649,0.994752622388524,0.00183969224852175,0.0365010795296511
"ENSG00000080503",4.20492121386366,1.29289406890875,0.77708866718346,0.00183045913980094,0.0365010795296511
"ENSG00000095015",1.62881180448942,1.5072827415033,0.73529765144108,0.00186561112836384,0.0365010795296511
"ENSG00000108654",13.31313120967,1.48427195198485,0.847751629079889,0.00187212349509743,0.0365010795296511
"ENSG00000113712",1.91275010839395,1.43727688733577,0.764734485457543,0.00186888335403794,0.0365010795296511
"ENSG00000136754",2.20137080900959,1.54951503302486,0.824825385932367,0.0018546530683093,0.0365010795296511
"ENSG00000145012",1.53857790476896,3.42991968543689,1.20463171440125,0.00182467567547249,0.0365010795296511
"ENSG00000149187",1.35009772645778,2.03296953531792,1.27880239905903,0.00185032913447256,0.0365010795296511
"ENSG00000159111",1.95392994649521,0.832261339694394,0.390290170951075,0.00187067586231242,0.0365010795296511
"ENSG00000165458",1.5276537828851,2.14461072047485,0.835825971376528,0.00184561478717211,0.0365010795296511
"ENSG00000197958",5.11783083002607,1.08608122641912,0.538859824514977,0.00186904505782927,0.0365010795296511
"ENSG00000220008",2.33081614315941,-1.12661868511306,0.508120990424364,0.00186310805046694,0.0365010795296511
"ENSG00000254859",2.39423589781871,-1.07312021821643,0.50950570698359,0.00182689015471594,0.0365010795296511
"ENSG00000273149",26.1116070157136,-0.63984654453597,0.264060923899957,0.00184345070287715,0.0365010795296511
"ENSG00000260278",2.31077489155912,-0.76963556798213,0.336785898573724,0.00187575281159091,0.0365025760210162
